CODIGO BIP,NOMBRE INICIATIVA,REGION,COMUNA,ETAPA POSTULA,COSTO TOTAL M$,AÑO POSTULACION,RATE,FECHA RATE,SECTOR,MAGNITUD,MAGNITUD VALOR,FUENTE FINANCIERA
40070800-0,"CONSTRUCCION CANCHA DE FUTBOLITO CON PASTO SINTÉTICO EL BOSQUE, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,202.000,2026,,,DEPORTES,METROS CUADRADOS,1575,FNDR
40070827-0,"CONSTRUCCION SISTEMA DE ILUMINACION, ESTADIO PIDIMA, COMUNA DE ERCILLA",REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,179.972,2026,,,DEPORTES,METROS CUADRADOS,13050,FNDR
40071498-0,ADQUISICION DE EQUIPAMIENTO PARA LA SEGURIDAD CIUDADANA EN NUEVA IMPERIAL,REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,1.899.489,2026,,,SEGURIDAD PUBLICA,UNIDAD,50,FNDR
40066228-0,ADQUISICION CARROBOMBA FORESTAL 5A CIA BOMBEROS PILLANLELBUN,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,429.721,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40072649-0,HABILITACION SALA DE ANGIÓGRAFO BIPLANO PARA EL HOSPITAL HHA DE TEMUCO,REGION DE LA ARAUCANIA,,EJECUCION,2.215.268,2026,,,SALUD,UNIDAD,1,FNDR
40055698-0,"CONSERVACION SISTEMA APR NEICUF - POCULON - SALTAPURA, COMUNA T. SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,3.185.153,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,571,FNDR
40025823-0,"CONSTRUCCION DE NICHOS Y MEJORAMIENTO DE ACCESO CEMENTERIO, CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,37.000,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,211,FNDR
40071742-0,"MEJORAMIENTO TERMINAL DE BUSES, PERQUENCO",REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,173.881,2026,,,TRANSPORTE,METROS CUADRADOS,243,FNDR
40070768-0,"CONSTRUCCION SEDE SOCIAL PELAHUENCO GRANDE, COMUNA DE GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,158.853,2026,,,MULTISECTORIAL,METROS CUADRADOS,142,FNDR
40026213-0,"CONSTRUCCION INFRAESTRUCTURAS SANITARIAS LLANGUI, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,348.595,2026,,,VIVIENDA Y DESARROLLO URBANO,UNIDAD,23,FNDR
40006156-0,REPOSICION POSTA DE SALUD RURAL LIUMALLA COMUNA DE VILLARRICA,REGION DE LA ARAUCANIA,,EJECUCION,1.474.098,2026,,,SALUD,METROS CUADRADOS,300,FNDR
40023710-0,"REPOSICION SEDE SOCIAL LA ESMERALDA PAILAHUEQUE, COMUNA DE ERCILLA",REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,162.795,2026,,,MULTISECTORIAL,METROS CUADRADOS,112,FNDR
40072338-0,"ADQUISICION DE COSECHADORA DE ALGAS, COMUNA DE NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,251.631,2026,,,RECURSOS NATURALES Y MEDIO AMBIENTE,UNIDAD,1,FNDR
40072723-0,"CONSERVACION CAMINO CAYUL, COMUNA DE PERQUENCO",REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,59.579,2026,,,TRANSPORTE,METROS,1245,FNDR
40062583-0,"REPOSICION Y ADQUISICIÓN DE  BUSES PARA TRANSPORTE ESCOLAR, VILCUN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,1.281.496,2026,,,EDUCACIÓN,UNIDAD,6,FNDR
40070704-0,"REPOSICION MULTICANCHA SECTOR NAHUELBUTA, COMUNA DE ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,91.423,2026,,,DEPORTES,METROS CUADRADOS,805,FNDR
30080556-0,MEJORAMIENTO AVENIDA BERNARDO O´HIGGINS CIUDAD DE LAUTARO,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,5.201.011,2026,RS,6/1/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,15692,FNDR
40023943-0,"REPOSICION PARADOR DE ARTESANOS, MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,868.359,2026,RS,5/5/2026,TURISMO Y COMERCIO,METROS CUADRADOS,355,FNDR
40075222-0,"CONSTRUCCION CLÍNICA VETERINARIA MUNICIPAL, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,160.000,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40002036-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL LA SIERRA, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,8.469.394,2026,RS,20/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,286,FNDR
40075310-0,CONSTRUCCION COSAM COMUNA DE TRAIGUEN,REGION DE LA ARAUCANIA,,DISEÑO,115.359,2026,,,SALUD,METROS CUADRADOS,1700,FNDR
40068747-0,"MEJORAMIENTO CEMENTERIO INDIGENA SECTOR CALOF, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,68.983,2026,,,MULTISECTORIAL,METROS CUADRADOS,87,FNDR
40002246-0,"ADQUISICION CLINICA VETERINARIA MOVIL, COMUNA DE TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,164.220,2026,,,SALUD,UNIDAD,1,FNDR
40029327-0,"MEJORAMIENTO GIMNASIO MUNICIPAL CAMPOS DEPORTIVOS , TEMUCO",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,1.227.032,2026,RS,9/1/2026,DEPORTES,METROS CUADRADOS,951,FNDR
40054649-0,"ADQUISICION EQUIPOS RADIALES Y DE COMUNICACIÓN, COMUNA DE NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,395.568,2026,,,COMUNICACIONES,UNIDAD,175,FNDR
40077713-0,"CONSTRUCCION SISTEMA INTEGRAL DE SEGURIDAD COMUNAL, COMUNA TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,878.069,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40080483-0,"MEJORAMIENTO ALUMBRADO PÚBLICO PEATONAL CALLES ARGOMEDO Y FRESIA, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,240.154,2026,,,ENERGIA,METROS,900,FNDR
40065262-0,"ADQUISICION AMBULANCIA Y CAMIONETA, DEPARTAMENTO DE SALUD, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,160.956,2026,,,SALUD,UNIDAD,2,FNDR
40081406-0,"ADQUISICION VEHICULO DE EMERGENCIA MUNICIPAL, COMUNA RENAICO ",REGION DE LA ARAUCANIA,,EJECUCION,114.954,2026,,,MULTISECTORIAL,METROS CUADRADOS,25196,FNDR
40048345-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR PRADO PUELLO, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,53.036,2026,RS,9/1/2026,ENERGIA,NÚMERO DE EMPALMES,56,FNDR
40080528-0,"CONSERVACION Y CONSTRUCCIÓN DE PARADEROS URBANOS, COMUNA DE LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,49.600,2026,,,TRANSPORTE,UNIDAD,9,FNDR
40080445-0,"CONSTRUCCION REDUCTORES DE VELOCIDAD Y DEMARCACIÓN VIAL VARIOS SECTORES, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,348.754,2026,,,TRANSPORTE,UNIDAD,164,FNDR
40082211-0,"ADQUISICION BUSES ESCOLARES, COMUNA RENAICO",REGION DE LA ARAUCANIA,RENAICO,EJECUCION,188.985,2026,,,MULTISECTORIAL,METROS CUADRADOS,40106,FNDR
40082431-0,"ADQUISICION VEHÍCULO PARA PRIMERA RESPUESTA, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,184.760,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
30119003-0,"REPOSICION ESCUELA MUNICIPAL SAN JUAN DE AILLINCO, GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,8.559.849,2026,RS,22/1/2026,EDUCACIÓN,METROS CUADRADOS,2424,FNDR
40070781-0,CONSTRUCCION REDUCTORES DE VELOCIDAD DIVERSOS SECTORES DE LA COMUNA DE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,130.508,2026,,,TRANSPORTE,UNIDAD,149,FNDR
30483649-0,"MEJORAMIENTO CALLE BUNSTER ENTRE CALLE ALEMANIA Y CALLE ISABEL RIQUELME, ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,1.411.714,2026,RS,13/8/2026,TRANSPORTE,METROS,651,FNDR
30483649-0,"MEJORAMIENTO CALLE BUNSTER ENTRE CALLE ALEMANIA Y CALLE ISABEL RIQUELME, ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,1.226.934,2027,,,TRANSPORTE,METROS,651,FNDR
20178141-0,"INSTALACION SISTEMA AGUA POTABLE RURAL CHIVILCOYAN, IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,6.970.302,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,263,FNDR
40081324-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR ÑIRRIMAPU 2, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,159.449,2026,,,ENERGIA,NÚMERO DE EMPALMES,29,FNDR
40082630-0,"HABILITACION VIAL Y AYUDAS TEMPRANAS, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,191.230,2026,,,MULTISECTORIAL,HABITANTE BENEFICIADO,2330,FNDR
40032091-0,HABILITACION CENTRO DE INTERPRETACION DEL PATRIMONIO NATURAL Y CULTURAL COMUNA DE CURACAUTIN,REGION DE LA ARAUCANIA,CURACAUTIN,DISEÑO,197.339,2026,,,CULTURA Y PATRIMONIO,METROS CUADRADOS,3500,FNDR
40076626-0,"REPOSICION CAMION RECOLECTOR RSD,  GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,199.800,2027,,,RECURSOS NATURALES Y MEDIO AMBIENTE,UNIDAD,1,FNDR
30433475-0,REPOSICION POSTA SALUD RURAL ANIÑIR- TRAIGUEN,REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,1.205.937,2026,RS,8/1/2026,SALUD,METROS CUADRADOS,396,FNDR
40050822-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR EX FUNDO BRASIL - VEGA REDONDA, VILCUN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,105.757,2026,RS,9/1/2026,ENERGIA,NÚMERO DE EMPALMES,37,FNDR
40070460-0,"CONSTRUCCION SEMAFORIZACIÓN SERRANO-MANUEL RODRÍGUEZ-RUTA CH 181, CURACAUTÍN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,151.470,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40056687-0,"MEJORAMIENTO RUTA S-781 COLLICO HUINCACARA, VILLARRICA ",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,9.684.016,2026,RS,30/1/2026,TRANSPORTE,KILÓMETROS,10,FNDR
30112007-0,CONSTRUCCION TERMINAL DE BUSES RURAL E INTERURBANO DE PUERTO SAAVEDRA,REGION DE LA ARAUCANIA,SAAVEDRA,DISEÑO,219.616,2026,RS,13/1/2026,TRANSPORTE,METROS CUADRADOS,532,FNDR
40082678-0,"ADQUISICION ADQUISICIÓN DE ALIMENTACIÓN ANIMAL, MEDICAMENTOS E INSUMOS VETERINARIOS Y MATERI",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,107.000.000,2026,,,MULTISECTORIAL,HABITANTE BENEFICIADO,118,FNDR
40075578-0,"REPOSICION de EQUIPOS DE MANTENCION DE RED DE CAMINOS VECINALES, COMUNA NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,842.520,2026,,,TRANSPORTE,UNIDAD,6,FNDR
40081396-0,"ADQUISICION DE VEHÍCULO DE PRIMERA INTERVENCIÓN PARA EMERGENCIA, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,196.255,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40079200-0,"CONSTRUCCION Y REPOSICIÓN DE GARITAS, RUTA S-69, CH-199, S-91, S-95-T Y CHAURA, VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,285.298,2026,,,TRANSPORTE,UNIDAD,28,FNDR
40062947-0,CONSTRUCCION CANCHA SINTETICA CLUB DEPORTIVO CENTRO CULTURAL PILLANLELBUN,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,859.444,2026,,,DEPORTES,METROS CUADRADOS,8000,FNDR
40080627-0,"CONSTRUCCION PARADERO DE BUSES INTERURBANO, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,335.583,2026,,,TRANSPORTE,METROS CUADRADOS,450,FNDR
40036351-0,"CONSERVACION DE CAMINOS VECINALES DEL SECTOR RURAL, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,159.000,2026,,,TRANSPORTE,METROS,6220,FNDR
40037085-0,"CONSERVACION CAMINO VECINAL CALLEJON LOS PINOS, SECTOR SANTA ADELA CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,51.000,2026,,,TRANSPORTE,METROS,1630,FNDR
40005104-0,"INSTALACION SISTEMA DE AGUA POTABLE RURAL SECTOR MARILEO, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,DISEÑO,60.164,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,130,FNDR
40005104-0,"INSTALACION SISTEMA DE AGUA POTABLE RURAL SECTOR MARILEO, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,2.023.029,2026,FI,28/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,130,FNDR
40024983-0,"CONSTRUCCION BAÑOS Y CIERRE PERIMETRAL TERRENO ESTADIO HUAPI BUDI, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,20.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,33,FNDR
40059921-0,"CONSTRUCCION  CENTRO DEPORTIVO MUNICIPAL, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,7.429.346,2026,,,DEPORTES,METROS CUADRADOS,2006,FNDR
40071610-0,"CONSERVACION  ESCUELA LAS LILAS, TRAIGUEN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,166.185,2026,,,EDUCACIÓN,METROS CUADRADOS,,FNDR
30486031-0,"MEJORAMIENTO ESTADIO BARROS ARANA, COMUNA TEODORO SCHMIDT.",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,DISEÑO,121.594,2026,FI,29/7/2026,DEPORTES,METROS CUADRADOS,9489,FNDR
40051334-0,"CONSERVACION CAMINO EL AUTO 2, SECTOR CHUFQUÉN, TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,80.934,2026,,,TRANSPORTE,METROS,1437,FNDR
40050736-0,MEJORAMIENTO PALGUIN - ACCESO NORTE PARQUE PNV,REGION DE LA ARAUCANIA,PUCON,DISEÑO,1.518.013,2026,RE,14/8/2026,TRANSPORTE,KILÓMETROS,14,FNDR
40033681-0,"ADQUISICION CASA POETA JORGE TEILLIER, COMUNA DE LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,DISEÑO,432.775,2026,,,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,169,FNDR
30094632-0,"CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL PEHUENCO, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,4.021.409,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,292,FNDR
40068949-0,"MEJORAMIENTO DEL ESPACIO PUBLICO CALLE LOS SAUCES SECTOR HUILQUE, COMUNA DE SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,105.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,432,FNDR
30376489-0,CONSTRUCCION BIBLIOTECA REGIONAL DE LA ARAUCANIA,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,21.664.455,2026,RS,5/1/2026,CULTURA Y PATRIMONIO,METROS CUADRADOS,6234,FNDR
30112980-0,MEJORAMIENTO CALLE 3 PONIENTE ENTRE 1 NORTE Y LOS CONQUISTADORES-TCO,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,1.087.883,2026,RE,19/8/2026,TRANSPORTE,METROS,344,FNDR
40058042-0,CONSTRUCCION COSAM COMUNA DE ANGOL,REGION DE LA ARAUCANIA,ANGOL,DISEÑO,131.464,2026,RS,8/7/2026,SALUD,METROS CUADRADOS,1753,FNDR
40071415-0,"ADQUISICION CAMION RSD Y CONTENEDORES, COMUNA LOS SAUCES ",REGION DE LA ARAUCANIA,LOS SAUCES,EJECUCION,333.020,2026,,,MULTISECTORIAL,UNIDAD,2,FNDR
40064818-0,REPOSICION AMBULANCIA PARA TRASLADO DE USUARIOS DEL CENTRO DE SALUD FAMILIAR DE CURARREHUE,REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,127.141,2026,,,SALUD,UNIDAD,1,FNDR
40061906-0,"CONSTRUCCION PLAZA DE ACCESO LUMACO, COMUNA DE LUMACO",REGION DE LA ARAUCANIA,LUMACO,EJECUCION,212.507,2026,,,TURISMO Y COMERCIO,METROS CUADRADOS,1500,FNDR
30084551-0,NORMALIZACION CESFAM CONSULTORIO GENERAL DE TROVOLHUE,REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,9.343.719,2026,RS,6/1/2026,SALUD,METROS CUADRADOS,2689,FNDR
40057567-0,"MEJORAMIENTO CAMINO MEMBRILLO ALTO CON DTS, MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,160.000,2026,,,TRANSPORTE,METROS CUADRADOS,11875,FNDR
40057833-0,"MEJORAMIENTO COMPLEJO MEDIA LUNA, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,177.500,2026,,,DEPORTES,METROS CUADRADOS,3135,FNDR
40039423-0,"CONSTRUCCION INFRAESTRUCTURA SANITARIA CHESQUE, BILBAO Y LOS NOTROS, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,1.972.021,2026,RS,12/1/2026,VIVIENDA Y DESARROLLO URBANO,NÚMERO DE SOLUCIONES,158,FNDR
40071722-0,REPOSICION PUENTE CALLE AMUNATEGUI ENTRE LUIS URIBE Y TROMEN,REGION DE LA ARAUCANIA,PUREN,EJECUCION,413.117,2026,FI,10/7/2026,TRANSPORTE,METROS CUADRADOS,1,FNDR
30486596-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL ROMOPULLI, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,DISEÑO,152.905,2026,RS,20/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,238,FNDR
40063806-0,"REPOSICION AMBULANCIAS AEB PARA CESFAM ANDRES SANDOVAL CALDERON, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,218.551,2027,,,SALUD,UNIDAD,2,FNDR
40063806-0,"REPOSICION AMBULANCIAS AEB PARA CESFAM ANDRES SANDOVAL CALDERON, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,218.551,2026,,,SALUD,UNIDAD,2,FNDR
40048203-0,"CONSTRUCCION PARQUE LINEAL COMUNITARIO FLOR DONGUIL, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,1.099.403,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,13575,FNDR
30485336-0,"REPOSICION POSTA SALUD RURAL RADALCO, COMUNA DE CURACAUTIN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,1.766.671,2026,RS,8/1/2026,SALUD,METROS CUADRADOS,410,FNDR
40071731-0,CONSTRUCCION CEMENTERIO MUNICIPAL COMUNA DE PADRE LAS CASAS,REGION DE LA ARAUCANIA,PADRE LAS CASAS,DISEÑO,103.100,2026,,,SALUD,METROS CUADRADOS,4000,FNDR
30480161-0,"REPOSICION ESCUELA MIGUEL HUENTELEN, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,18.837.050,2026,RS,12/1/2026,"EDUCACION, CULTURA Y PATRIMONIO",METROS CUADRADOS,4897,FNDR
40071021-0,"REPOSICION DE VEREDAS DISTINTOS SECTORES, COMUNA DE VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,101.169,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,947,FNDR
40057819-0,INSTALACION SEÑALIZACION VIAL CAMBIO SENTIDO DE TRANSITO CALLES SECTOR CENTRO DE LAUTARO,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,36.152,2026,,,TRANSPORTE,METROS,500,FNDR
40067782-0,REPOSICION VEHICULOS INSTITUTO TELETON ARAUCANIA,REGION DE LA ARAUCANIA,,EJECUCION,221.789,2026,,,SALUD,METROS CUADRADOS,3,FNDR
40071634-0,"CONSTRUCCION SEDE SOCIAL COMUNIDAD INDIGENA JOSE DEMULEO ÑANCUL, COMUNA DE PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,136.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,121,FNDR
30396675-0,"CONSTRUCCION PARQUE ESTADIO CULTURAL DE CHOMIO, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,DISEÑO,79.678,2026,RS,13/1/2026,DEPORTES,METROS CUADRADOS,15624,FNDR
30393933-0,"REPOSICION CECOSF BAJO TRAIGUEN, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,1.603.489,2026,RS,8/1/2026,SALUD,METROS CUADRADOS,355,FNDR
40071577-0,"CONSERVACION GIMNASIO PATRICIO PHILLIPS, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,319.708,2026,,,DEPORTES,METROS CUADRADOS,1296,FNDR
40025215-0,"AMPLIACION ALUMBRADO PUBLICO SECTOR AGUA TENDIDA, ACCESO NORTE, PANGUECO Y  BOYONCO , PURÉN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,54.000,2026,,,ENERGIA,METROS,1500,FNDR
40077932-0,"CONSTRUCCION GARITAS  Y LUMINARIAS SOLARES SECTORES: RESERVA, FAJA MAISAN, 2DA FAJA,PITRUFQUEN",REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,109.229,2026,,,TRANSPORTE,UNIDAD,27,FNDR
40079151-0,"ADQUISICION RETROEXCAVADORA, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,147.266,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40081085-0,ADQUISICION DE VEHICULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA EN LA COMUNA DE SAAVEDRA,REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,114.954,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40081699-0,"CONSTRUCCION ELECTRIFICACION RURAL COMUNIDADES NAHUELHUEN Y JOSE CHEUQUIAN, TEMUCO",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,597.817,2026,,,ENERGIA,NÚMERO DE EMPALMES,50,FNDR
40080534-0,"MEJORAMIENTO ALUMBRADO PÚBLICO PEATONAL CALLE RODRIGUEZ Y CALLE TRANSVERSAL, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,262.165,2026,,,ENERGIA,METROS,,FNDR
40065453-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL HUAPI SUR , SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,FACTIBILIDAD,202.836,2026,RS,7/8/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,248,FNDR
40065453-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL HUAPI SUR , SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,PREFACTIBILIDAD,122.460,2026,OT,11/6/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,248,FNDR
40073774-0,"CONSTRUCCION EXTENSIÓN DE RED AGUA POTABLE, ACCESO FAJA RICCI, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,41.500,2026,,,RECURSOS HIDRICOS,LITROS / SEGUNDO,,FNDR
40039812-0,"ADQUISICION CAMIÓN RECOLECTOR RSD, COMUNA DE TOLTÉN",REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,263.595,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40066622-0,ADQUISICION SEÑALETICA COSTA ARAUCANIA II,REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,412.400,2026,,,TURISMO Y COMERCIO,UNIDAD,259,FNDR
40066878-0,"MEJORAMIENTO MEJORAMIENTO CIRCULACIÓN PEATONAL Y ESPACIOS PÚBLICOS VILLA ESTACIÓN, CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,225.964,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1000,FNDR
40080727-0,CONSTRUCCION CICLOVIA FREIRE-VILLA TRUF TRUF,REGION DE LA ARAUCANIA,FREIRE,EJECUCION,329.239,2027,,,TRANSPORTE,METROS CUADRADOS,2340,FNDR
40079897-0,"CONSTRUCCION LUMINARIAS FOTOVOLTAICAS SECTOR BOROA FILULAWEN, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,144.300,2026,,,ENERGIA,UNIDAD,35,FNDR
40063931-0,"MEJORAMIENTO CAMINOS RURALES, ACCESO CEMENTERIO LIRCAY Y SECTOR QUIRIPIO,CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,120.000,2026,,,TRANSPORTE,METROS,6840,FNDR
40069208-0,ADQUISICION DE EQUIPOS PARA IMPLEMENTAR LA CIRUGÍA ROBÓTICA EN EL HOSPITAL HHA DE TEMUCO,REGION DE LA ARAUCANIA,,EJECUCION,4.408.836,2027,,,SALUD,METROS CUADRADOS,20,FNDR
40049739-0,"CONSERVACION EDIFICIO CENTRO COMUNITARIO, COMUNA DE MELIPEUCO",REGION DE LA ARAUCANIA,MELIPEUCO,EJECUCION,400.754,2026,,,MULTISECTORIAL,HABITANTE BENEFICIADO,7742,FNDR
40082052-0,REPOSICION EQUIPOS CRITICOS H. VICTORIA,REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,730.791,2026,,,SALUD,UNIDAD,5,FNDR
