CODIGO BIP,NOMBRE INICIATIVA,REGION,COMUNA,ETAPA POSTULA,COSTO TOTAL M$,AÑO POSTULACION,RATE,FECHA RATE,SECTOR,MAGNITUD,MAGNITUD VALOR,FUENTE FINANCIERA
40080318-0,"CONSTRUCCION CONSTRUCCIÓN MERCADO DE LAS TRADICIONES, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,340.000,2026,,,MULTISECTORIAL,UNIDAD,1,FNDR
40082597-0,EQUIPAMIENTO PRIMERA RESPUESTA PARA EMERGENCIAS ERCILLA,REGION DE LA ARAUCANIA,ERCILLA,EJECUCION,113.645,2026,,,MULTISECTORIAL,HABITANTE BENEFICIADO,9900,FNDR
40077911-0,REPOSICION DE CAMIONES RECOLECTORES DE RESIDUOS DOMICILIARIOS Y MICROBASURALES DE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,671.514,2027,,,RECURSOS NATURALES Y MEDIO AMBIENTE,NRO. TONELADAS RECOLECTADAS,90000,FNDR
30156972-0,"CONSTRUCCION  BIODIGESTOR REGIMIENTO N° 3 HUSARES, ANGOL",REGION DE LA ARAUCANIA,ANGOL,DISEÑO,37.700,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,1110,FNDR
40063256-0,CONSTRUCCION COLECTOR Y PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE CATRIPULLI,REGION DE LA ARAUCANIA,CURARREHUE,DISEÑO,329.157,2026,,,RECURSOS HIDRICOS,METROS,14300,FNDR
40054628-0,"ADQUISICION CAMION ALZA HOMBRE, COMUNA DE GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,121.100,2027,,,MULTISECTORIAL,UNIDAD,1,FNDR
30100340-0,"CONSTRUCCION SISTEMA AGUA POTABLE RURAL PIEDRA ALTA, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,2.151.018,2026,RS,23/6/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,119,FNDR
40071725-0,MEJORAMIENTO RECINTO DEPORTIVO CANCHA LAS ROCAS COMUNA DE PADRE LAS CASAS,REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,1.641.864,2026,,,DEPORTES,METROS CUADRADOS,2493,FNDR
30221173-0,MEJORAMIENTO CAMINO BASICO INTERMEDIO CAMINO ANTIGUO TRAIGUEN,REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,2.220.344,2026,RS,26/12/2025,TRANSPORTE,METROS CUADRADOS,3,FNDR
30221173-0,MEJORAMIENTO CAMINO BASICO INTERMEDIO CAMINO ANTIGUO TRAIGUEN,REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,1.580.050,2027,,,TRANSPORTE,METROS CUADRADOS,3,FNDR
40073358-0,ADQUISICION MATERIAL MAYOR GERSA PUCÓN,REGION DE LA ARAUCANIA,PUCON,EJECUCION,1.340.298,2026,,,MULTISECTORIAL,UNIDAD,5,FNDR
40058576-0,ADQUISICION CAMION ALJIBE PARA COMANDANCIA CUERPO DE BOMBEROS DE CUNCO,REGION DE LA ARAUCANIA,CUNCO,EJECUCION,437.920,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40058576-0,ADQUISICION CAMION ALJIBE PARA COMANDANCIA CUERPO DE BOMBEROS DE CUNCO,REGION DE LA ARAUCANIA,CUNCO,EJECUCION,437.920,2027,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40067384-0,"CONSERVACION EDIFICIO EX LICEO HC, LAUTARO",REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,2.148.612,2026,,,EDUCACIÓN,METROS CUADRADOS,3000,FNDR
40048047-0,"MEJORAMIENTO CAMINOS VECINALES SECTORES PINGUIDAHUE - AGUA SANTA - PELLAHUENCO, PUREN ",REGION DE LA ARAUCANIA,PUREN,EJECUCION,120.445,2026,,,TRANSPORTE,METROS,2800,FNDR
40070681-0,"MEJORAMIENTO BIBLIOTECA MUNICIPAL, COMUNA DE PERQUENCO",REGION DE LA ARAUCANIA,PERQUENCO,EJECUCION,33.000,2026,,,CULTURA Y PATRIMONIO,METROS CUADRADOS,1,FNDR
40051084-0,"CONSTRUCCION DE INFRAESTRUCTURA SANITARIA CAUPOLICAN, PUREN",REGION DE LA ARAUCANIA,PUREN,DISEÑO,155.438,2026,,,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,227,FNDR
40052755-0,"CONSTRUCCION CESFAM SECTOR SALINAS, COMUNA DE GORBEA",REGION DE LA ARAUCANIA,GORBEA,DISEÑO,315.341,2026,FI,22/6/2026,SALUD,METROS CUADRADOS,500,FNDR
30464197-0,"CONSTRUCCION CUARTEL DE BOMBEROS SEGUNDA FAJA ,VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,EJECUCION,2.770.707,2026,RS,23/1/2026,SEGURIDAD PUBLICA,METROS CUADRADOS,557,FNDR
40070962-0,"ADQUISICION DE EQUIPOS DE PRODUCCIÓN DE ÁRIDOS, AMCA",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,1.836.157,2026,,,TRANSPORTE,UNIDAD,5,FNDR
40038106-0,"REPOSICION POSTA DE SALUD RURAL SECTOR  QUEUPUE, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,1.428.692,2026,,,SALUD,METROS CUADRADOS,352,FNDR
30377222-0,"CONSTRUCCION POSTA DE SALUD RURAL VILLA ESPERANZA, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,1.771.372,2026,RS,7/1/2026,SALUD,METROS CUADRADOS,425,FNDR
30092858-0,"REPOSICION ESCUELA  G-524 CHOMIO, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,10.285.979,2026,RS,25/8/2025,EDUCACIÓN,METROS CUADRADOS,3045,FNDR
40063455-0,"CONSTRUCCION CENTRO COMUNITARIO COPIHUELPE, LONCOCHE",REGION DE LA ARAUCANIA,LONCOCHE,EJECUCION,98.473,2026,,,MULTISECTORIAL,METROS CUADRADOS,131,FNDR
40037419-0,INSTALACION SERVICIO DE MONITOREO (PILOTO) BARRIO NORTE TEMUCO,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,229.066,2026,RS,9/1/2026,SEGURIDAD PUBLICA,UNIDAD,11,FNDR
40016425-0,CONSTRUCCION UNIDAD DE DIALISIS HOSPITAL PUREN,REGION DE LA ARAUCANIA,PUREN,EJECUCION,1.971.536,2026,RS,8/7/2026,SALUD,METROS CUADRADOS,456,FNDR
40069374-0,"CONSERVACION CAMINOS VECINALES  SECTOR CARRERRIÑE, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,47.312,2026,,,TRANSPORTE,KILÓMETROS,1,FNDR
40061306-0,"REPOSICION SALA CUNA Y JARDIN INFANTIL KIMPELU, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,2.525.183,2026,RS,24/8/2026,EDUCACIÓN,METROS CUADRADOS,780,FNDR
40021667-0,"CONSTRUCCION UNIDAD DE CUIDADOS PEDIÁTRICOS DE APOYO HOSPITAL HHA, TEMUCO",REGION DE LA ARAUCANIA,TEMUCO,DISEÑO,1.305.508,2026,RS,13/1/2026,SALUD,METROS CUADRADOS,2891,FNDR
30362077-0,"REPOSICION POSTA DE SALUD RURAL MAICA, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,1.961.101,2026,RS,7/1/2026,SALUD,METROS CUADRADOS,489,FNDR
40071692-0,REPOSICION CANCHA FÚTBOL SAN RAMÓN COMUNA DE PADRE LAS CASAS,REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,2.257.598,2026,,,DEPORTES,METROS CUADRADOS,1624,FNDR
40065845-0,ADQUISICION FURGONES DE TRANSPORTE DEPARTAMENTO DE EDUCACION VICTORIA,REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,208.805,2026,,,EDUCACIÓN,UNIDAD,3,FNDR
40075568-0,"MEJORAMIENTO MULTICANCHA POBLACION EL ESFUERZO, COMUNA DE PUREN",REGION DE LA ARAUCANIA,PUREN,EJECUCION,175.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,730,FNDR
40061058-0,"CONSTRUCCION SISTEMA DE APR CHOÑI,LEUFUCHE,SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,FACTIBILIDAD,202.836,2026,RS,30/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,115,FNDR
40061058-0,"CONSTRUCCION SISTEMA DE APR CHOÑI,LEUFUCHE,SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,PREFACTIBILIDAD,122.462,2026,OT,17/6/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,115,FNDR
40051702-0,MEJORAMIENTO RUTA S-965 CURARREHUE-PUENTE BASAS,REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,12.037.043,2026,RE,14/8/2026,TRANSPORTE,KILÓMETROS,999,FNDR
40053710-0,"ADQUISICION Y REPOSICION MAQUINARIA PARA MANTENCION DE RED VIAL, COMUNA DE CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,1.022.693,2026,,,TRANSPORTE,METROS CUADRADOS,6,FNDR
30467604-0,REPOSICION PARQUE ESTADIO MUNICIPAL DE LAUTARO,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,5.782.281,2026,RS,8/1/2026,DEPORTES,METROS CUADRADOS,21952,FNDR
40071899-0,"CONSTRUCCION CENTRO COMUNITARIO DEL FOLKLORE, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,346.415,2026,,,CULTURA Y PATRIMONIO,METROS CUADRADOS,400,FNDR
40070026-0,"ADQUISICION BUS MUNICIPAL, COMUNA DE FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,301.400,2026,,,EDUCACIÓN,UNIDAD,1,FNDR
40071052-0,"MEJORAMIENTO MULTICANCHA Y ÁREA VERDE LOS ROBLES, PUCÓN",REGION DE LA ARAUCANIA,PUCON,EJECUCION,229.490,2026,,,MULTISECTORIAL,METROS CUADRADOS,1258,FNDR
30446872-0,"INSTALACION SISTEMA AGUA POTABLE RURAL HUECHOPUDO, MITARRUCAHUE, RELUN, VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,DISEÑO,129.322,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,251,FNDR
40076876-0,"ADQUISICION POOL MAQUINARIA PARA PLAN DE VIALIDAD COMUNAL, CURACAUTÍN",REGION DE LA ARAUCANIA,CURACAUTIN,EJECUCION,679.285,2026,,,TRANSPORTE,UNIDAD,4,FNDR
40069575-0,"ADQUISICION AMBULANCIAS Y CAMIONETAS 4X4 Y REPOSICION DE AMBULANCIA, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,356.870,2026,,,SALUD,UNIDAD,6,FNDR
30112914-0,CONSTRUCCION SEDE COMUNITARIA ASOCIACION DE DIABETICOS DE LAUTARO,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,31.659,2027,,,MULTISECTORIAL,METROS CUADRADOS,123,FNDR
30112914-0,CONSTRUCCION SEDE COMUNITARIA ASOCIACION DE DIABETICOS DE LAUTARO,REGION DE LA ARAUCANIA,LAUTARO,EJECUCION,31.659,2026,,,MULTISECTORIAL,METROS CUADRADOS,123,FNDR
30487151-0,"CONSTRUCCION SONDAJE  ABAST. AGUA ESCUELA Y POSTA EL LIUCO, GORBEA",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,42.583,2026,,,RECURSOS HIDRICOS,METROS,50,FNDR
30352173-0,"REPOSICION CENTRO SALUD FAMILIAR METODISTA (MILLARAY), TEMUCO",REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,7.639.407,2026,RS,7/1/2026,SALUD,METROS,3261,FNDR
30486970-0,"REPOSICION CUARTEL 5° COMPAÑÍA DE BOMBEROS SELVA OSCURA, VICTORIA",REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,1.685.612,2026,,,SEGURIDAD PUBLICA,METROS CUADRADOS,420,FNDR
30327173-0,"CONSTRUCCION INFRAESTRUCTURAS SANITARIAS VILLA NUEVA ESPERANZA, LOS LAURELES, CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,834.299,2026,RS,12/1/2026,VIVIENDA Y DESARROLLO URBANO,NRO. UNIDADES DOMICILIARIAS,65,FNDR
30080600-0,"MEJORAMIENTO RUTA S-422 PTO.SAAVEDRA - EL ALMA - EL TEMO,  SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,11.291.731,2026,RS,6/1/2026,TRANSPORTE,KILÓMETROS,19,FNDR
40082310-0,"ADQUISICION VEHICULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA, LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,184.760,2026,,,TRANSPORTE,UNIDAD,1,FNDR
30120122-0,"REPOSICION LICEO ATENEA,  CUNCO",REGION DE LA ARAUCANIA,CUNCO,EJECUCION,35.144.409,2026,RS,19/3/2026,EDUCACIÓN,METROS CUADRADOS,8068,FNDR
40065233-0,"ADQUISICION CAMIONETA 4X4 PARA LA POSTA DE SALUD RURAL EPEUKURA, curarrehue.",REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,38.690,2026,,,SALUD,UNIDAD,1,FNDR
40065233-0,"ADQUISICION CAMIONETA 4X4 PARA LA POSTA DE SALUD RURAL EPEUKURA, curarrehue.",REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,38.090,2027,,,SALUD,UNIDAD,1,FNDR
40013709-0,"CONSERVACION ESCUELA PUBLICA HORIZONTES Y LOCAL ANEXO, TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,2.450.506,2026,RS,15/7/2026,EDUCACIÓN,METROS CUADRADOS,100,FNDR
40063338-0,"REPOSICION ESPACIO PÚBLICO LOS ESTEROS, LOCALIDAD DE  CAJÓN, VILCÚN",REGION DE LA ARAUCANIA,VILCUN,DISEÑO,66.875,2026,RS,1/7/2026,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1500,FNDR
40056699-0,"AMPLIACION SISTEMA DE AGUA POTABLE RURAL DE EL SAUCE, VILLARRICA",REGION DE LA ARAUCANIA,VILLARRICA,DISEÑO,172.313,2026,RS,25/5/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,213,FNDR
40032882-0,"CONSTRUCCION CAMARINES  Y GRADERÍAS MODULARES EN CANCHA DE FUTBOL CARHUELLO, PUCON",REGION DE LA ARAUCANIA,PUCON,EJECUCION,84.510,2026,,,DEPORTES,METROS CUADRADOS,68,FNDR
30468944-0,CONSTRUCCION PLAN DE CIERRE VERTEDERO ANGOL,REGION DE LA ARAUCANIA,ANGOL,EJECUCION,5.764.671,2026,RS,1/7/2026,RECURSOS NATURALES Y MEDIO AMBIENTE,METROS CUADRADOS,55200,FNDR
30468944-0,CONSTRUCCION PLAN DE CIERRE VERTEDERO ANGOL,REGION DE LA ARAUCANIA,ANGOL,DISEÑO,148.987,2026,CF,8/1/2026,RECURSOS NATURALES Y MEDIO AMBIENTE,METROS CUADRADOS,55200,FNDR
20156148-0,REPOSICION EDIFICIO CONSISTORIAL COMUNA DE TOLTEN,REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,5.575.724,2026,RS,6/1/2026,MULTISECTORIAL,METROS CUADRADOS,2148,FNDR
40078503-0,"CONSTRUCCION AMPLIACIÓN CEMENTERIO MUNICIPAL, TRAIGUEN",REGION DE LA ARAUCANIA,TRAIGUEN,DISEÑO,50.000,2026,,,MULTISECTORIAL,METROS CUADRADOS,2000,FNDR
40078784-0,"HABILITACION DE JUEGO MODULAR PLAZA SAN JOSÉ, CHERQUENCO, VILCÚN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,17.467,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,105,FNDR
40080514-0,ADQUISICION DE VEHÍCULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA EN LA COMUNA DE VICTORIA,REGION DE LA ARAUCANIA,VICTORIA,EJECUCION,114.954,2026,,,SEGURIDAD PUBLICA,UNIDAD,1,FNDR
40081813-0,REPOSICION RX OSTEOPULMoNAR H. LONQUIMAY,REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,283.022,2026,,,SALUD,UNIDAD,1,FNDR
40012776-0,ADQUISICION MOTONIVELADORA Y CARGADOR FRONTAL Y REPOSICION MOTONIVELADORA COMUNA DE CHOLCHOL,REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,1.158.670,2026,,,TRANSPORTE,KILÓMETROS,482,FNDR
30437451-0,REPOSICION EDIFICIO CONSISTORIAL DE LUMACO,REGION DE LA ARAUCANIA,LUMACO,DISEÑO,111.834,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1648,FNDR
40059890-0,"CONSTRUCCION PARQUE ECOTURISTICO SALTO DONGUIL, GORBEA ",REGION DE LA ARAUCANIA,GORBEA,DISEÑO,111.348,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,20000,FNDR
40080530-0,"CONSTRUCCION REFUGIOS PEATONALES rurales sector este ,COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,348.755,2026,,,MULTISECTORIAL,UNIDAD,30,FNDR
40071560-0,"CONSTRUCCION CENTRO DE PARADOR TURISTICO PIEDRA BLANCA, LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,1.237.199,2026,,,TURISMO Y COMERCIO,UNIDAD,1,FNDR
50000210-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR SANTA JULIA II, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,646.559,2026,,,ENERGIA,NÚMERO DE EMPALMES,49,FNDR
40051313-0,"AMPLIACION SEDE SOCIAL LOS ALERCES DE GENERAL LÓPEZ, COMUNA DE VILCÚN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,32.600,2026,,,MULTISECTORIAL,METROS CUADRADOS,53,FNDR
20177920-0,"INSTALACION SERVICIO AGUA POTABLE CATRIRREHUE, SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,3.678.359,2026,RS,12/1/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,147,FNDR
40058194-0,"MEJORAMIENTO CAMINO BÁSICO INTERMEDIO FILOCO COPIHUAL S-201 KM 0 A KM 8.9, PITRUFQUEN",REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,6.737.501,2026,RS,1/6/2026,TRANSPORTE,KILÓMETROS,9,FNDR
40035281-0,REPOSICION COLECTOR DE ALCANTARILLADO Y CONSTRUCCION DE PTAS DE CURARREHUE,REGION DE LA ARAUCANIA,CURARREHUE,DISEÑO,373.482,2026,,,RECURSOS HIDRICOS,NRO. UNIDADES DOMICILIARIAS,1200,FNDR
40080729-0,"HABILITACION DE POSTES DE ILUMINACION SOLAR EN REFUGIOS PEATONALES, COMUNA DE GORBEA.",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,168.390,2026,,,TRANSPORTE,UNIDAD,70,FNDR
40080830-0,"ADQUISICION VEHICULO PARA FORTALECER LA RESPUESTA ANTE SITUACIONES DE EMERGENCIA, LONQUIMAY",REGION DE LA ARAUCANIA,LONQUIMAY,EJECUCION,126.450,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40077984-0,"CONSERVACION ZONA DE SERVICIOS DE ESCUELA GUACOLDA, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,15.405,2026,,,EDUCACIÓN,METROS CUADRADOS,30,FNDR
50000809-0,MEJORAMIENTO SERVICIO DE URGENCIA CESFAM CHOLCHOL,REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,152.802,2026,,,SALUD,METROS CUADRADOS,126,FNDR
40082471-0,"ADQUISICION GRUPOS ELECTROGENOS  DE EMERGENCIAS PARA COMITES DE APR, COMUNA DE TEODORO SCHMIDT",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,64.186,2026,,,RECURSOS HIDRICOS,UNIDAD,6,FNDR
40071012-0,"REPOSICION VEREDAS Y CONSTRUCCIÓN DE ESTACIONAMIENTOS CALLE PROGRESO, ENTRE COMERCIO Y AV. INDUSTRIA, RENAICO",REGION DE LA ARAUCANIA,RENAICO,EJECUCION,98.337,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,1383,FNDR
40077071-0,"ADQUISICION DE MAQUINARIA MUNICIPAL PARA MANTENCIÓN DE CAMINOS, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,721.560,2026,,,TRANSPORTE,KILÓMETROS,336,FNDR
40077071-0,"ADQUISICION DE MAQUINARIA MUNICIPAL PARA MANTENCIÓN DE CAMINOS, COMUNA DE TRAIGUÉN",REGION DE LA ARAUCANIA,TRAIGUEN,EJECUCION,721.559,2027,,,TRANSPORTE,KILÓMETROS,336,FNDR
40015334-0,"REPOSICION RETEN TROVOLHUE, COMUNA DE CARAHUE",REGION DE LA ARAUCANIA,CARAHUE,EJECUCION,2.404.786,2026,RE,19/8/2026,SEGURIDAD PUBLICA,METROS CUADRADOS,499,FNDR
40081430-0,REPOSICION EQUIPOS HOSPITAL PURÉN,REGION DE LA ARAUCANIA,PUREN,EJECUCION,1.026.981,2026,,,SALUD,UNIDAD,61,FNDR
40077536-0,"REPOSICION MAQUINARIAS PARA ROCE Y PODA, DIRECCIÓN PROVINCIAL DE VIALIDAD MALLECO",REGION DE LA ARAUCANIA,,EJECUCION,975.449,2026,,,MULTISECTORIAL,UNIDAD,4,FNDR
40082213-0,"ADQUISICION CAMION ALJIBE PARA UNIDAD DISTRIBUCION AGUA POTABLE MUNICIPAL, PADRE LAS CASAS",REGION DE LA ARAUCANIA,PADRE LAS CASAS,EJECUCION,145.239,2026,,,RECURSOS HIDRICOS,UNIDAD,1,FNDR
40081400-0,"CONSTRUCCION ELECTRIFICACION RURAL SECTOR CAIVICO, LOS COPIHUES Y METO MIRADOR, VILCUN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,444.043,2026,,,ENERGIA,NÚMERO DE EMPALMES,31,FNDR
40071684-0,ADQUISICION BUS Y 2 MINIBUSES COMUNA PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,EJECUCION,303.988,2026,,,TRANSPORTE,KILÓMETROS,,FNDR
40077300-0,ADQUISICION CORRIDA POR EL CANCER TEMUCO 2026,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,58.032,2026,,,DEPORTES,METROS,1000,FNDR
40079898-0,"CONSTRUCCION LUMINARIAS FOTOVOLTAICAS SECTOR PIDENCO, NUEVA IMPERIAL",REGION DE LA ARAUCANIA,NUEVA IMPERIAL,EJECUCION,269.300,2026,,,ENERGIA,UNIDAD,66,FNDR
40078512-0,CONSERVACION INFRAESTRUCTURA ESCOLAR PUBLICA,REGION DE LA ARAUCANIA,TEMUCO,EJECUCION,515.900,2026,,,EDUCACIÓN,METROS CUADRADOS,10113,FNDR
40069141-0,"ADQUISICION RETROEXCAVADORA, COMUNA TEODORO SCHMIDT ",REGION DE LA ARAUCANIA,TEODORO SCHMIDT,EJECUCION,173.104,2026,,,TRANSPORTE,UNIDAD,1,FNDR
40075711-0,"MEJORAMIENTO DE CAMINOS COMUNIDAD LORENZO HUENUVIL, ANTONIO CANIU Y SECTOR LA VICTORIA,VILCÚN",REGION DE LA ARAUCANIA,VILCUN,EJECUCION,180.000,2026,,,TRANSPORTE,METROS,8700,FNDR
40079035-0,"REPOSICION TRASPORTE DAEM, COMUNA DE GALVARINO",REGION DE LA ARAUCANIA,GALVARINO,EJECUCION,164.878,2026,,,EDUCACIÓN,UNIDAD,1,FNDR
40051592-0,"CONSTRUCCION PAVIMENTOS PARTICIPATIVOS, 33 PROCESO, REGIÓN DE LA ARAUCANÍA",REGION DE LA ARAUCANIA,,EJECUCION,12.789.163,2026,RS,9/1/2026,TRANSPORTE,KILÓMETROS,44,FNDR
40070772-0,AMPLIACION SISTEMA SANITARIO RURAL CHANCO CORTE ALTO COMUNA DE PITRUFQUEN,REGION DE LA ARAUCANIA,PITRUFQUEN,DISEÑO,57.238,2026,,,RECURSOS HIDRICOS,NRO. DE ARRANQUES TOTALES,257,FNDR
40010192-0,"ADQUISICION DE VEHICULO ADAPTADO CON ACCESIBILIDAD UNIVERSAL, COMUNA DE FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,91.868,2026,,,SALUD,UNIDAD,1,FNDR
40070099-0,"MEJORAMIENTO DE CAMINOS VECINALES, SECTOR ISLA HUAPI, COMUNA SAAVEDRA",REGION DE LA ARAUCANIA,SAAVEDRA,EJECUCION,135.000,2026,,,TRANSPORTE,METROS,2600,FNDR
40082117-0,CONSTRUCCION CENTRO COMUNITARIO COMUNIDAD INDIGENA SANTIAGO CALFUAL ,REGION DE LA ARAUCANIA,CURARREHUE,EJECUCION,159.600,2026,,,MULTISECTORIAL,METROS CUADRADOS,81,FNDR
40080338-0,"CONSTRUCCION DE INFRAESTRUCTURA DE APOYO A LA SEGURIDAD VIAL Y TRANSPORTE PUBLICO, COMUNA DE FREIRE",REGION DE LA ARAUCANIA,FREIRE,EJECUCION,249.908,2027,,,TRANSPORTE,METROS CUADRADOS,2277,FNDR
40080475-0,"CONSTRUCCION REFUGIOS PEATONALes urbanos, COMUNA DE ANGOL",REGION DE LA ARAUCANIA,ANGOL,EJECUCION,150,2026,,,TRANSPORTE,UNIDAD,15,FNDR
40050900-0,"AMPLIACION SISTEMA AGUA POTABLE METREÑEHUE, PUCÓN",REGION DE LA ARAUCANIA,PUCON,DISEÑO,188.164,2026,FI,3/7/2026,RECURSOS HIDRICOS,NRO. DE ARRANQUES NUEVOS,170,FNDR
40069576-0,"ADQUISICION EXCAVADORA, RODILLO, TRACTOR DESBROZADOR Y ALZA HOMBRE, COMUNA DE CHOLCHOL",REGION DE LA ARAUCANIA,CHOL CHOL,EJECUCION,733.314,2026,,,TRANSPORTE,UNIDAD,4,FNDR
30460846-0,CONSTRUCCION PARQUE COSTANERA NUEVA IMPERIAL,REGION DE LA ARAUCANIA,NUEVA IMPERIAL,DISEÑO,185.735,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,50000,FNDR
40069283-0,"CONSERVACION CANCHA SINTETICA ESTADIO SALINAS, GORBEA.",REGION DE LA ARAUCANIA,GORBEA,EJECUCION,360.850,2026,,,DEPORTES,METROS CUADRADOS,6700,FNDR
40070850-0,"CONSTRUCCION MULTICANCHA Y HABILITACION DE ESPACIO RECREATIVO PORTAL QUEULE, COMUNA DE TOLTÉN",REGION DE LA ARAUCANIA,TOLTEN,EJECUCION,229.602,2026,,,VIVIENDA Y DESARROLLO URBANO,METROS CUADRADOS,3200,FNDR
40079312-0,"CONSTRUCCION ELECTRIFICACION RURAL COMUNIDAD MIGUEL HUENTELEN, COLLIPULLI",REGION DE LA ARAUCANIA,COLLIPULLI,EJECUCION,702.114,2026,,,ENERGIA,NÚMERO DE EMPALMES,59,FNDR
