codigoBip,codigoParte,anio,codigoEtapaPostula,region
40070664,0,2026,6,177
40081468,0,2026,6,177
40081907,0,2026,6,177
40076972,0,2027,6,177
40076972,0,2026,6,177
40034331,0,2026,6,177
40070555,0,2026,6,177
40080227,0,2027,6,177
40077287,0,2026,6,177
40082239,0,2026,6,177
40036950,0,2026,6,177
40012734,0,2026,6,177
40082457,0,2026,6,177
40077313,0,2026,6,177
40071384,0,2026,6,177
50001177,0,2026,6,177
40060716,0,2026,6,177
40077501,0,2026,6,177
40031094,0,2026,6,177
40075084,0,2026,5,177
30487212,0,2026,6,177
40078038,0,2026,6,177
40070871,0,2026,6,177
40070872,0,2026,6,177
40082741,0,2026,6,177
40070786,0,2026,6,177
30136983,0,2026,6,177
40078482,0,2026,6,177
40075640,0,2026,6,177
40081303,0,2026,6,177
40082226,0,2026,6,177
40071697,0,2026,6,177
40082670,0,2026,6,177
40063249,0,2026,6,177
40075516,0,2026,6,177
40067462,0,2026,5,177
40031079,0,2026,5,177
40079634,0,2026,6,177
40079746,0,2026,6,177
40080229,0,2027,6,177
30069841,0,2026,6,177
40052499,0,2026,5,177
40063248,0,2026,5,177
40078782,0,2026,6,177
40082644,0,2026,6,177
40051516,0,2026,6,177
40078523,0,2026,5,177
30292973,0,2026,6,177
40060090,0,2026,6,177
40060094,0,2026,6,177
40067811,0,2026,6,177
40070841,0,2026,6,177
40082582,0,2026,6,177
40075950,0,2026,6,177
40071956,0,2026,6,177
40075376,0,2026,4,177
40075376,0,2026,3,177
40081192,0,2026,6,177
40065599,0,2026,6,177
40069558,0,2026,6,177
40063859,0,2026,6,177
40021944,0,2026,6,177
40078720,0,2026,4,177
40081587,0,2026,4,177
40082217,0,2026,6,177
40081766,0,2026,6,177
40077464,0,2026,5,177
40080831,0,2026,6,177
40069639,0,2026,6,177
40081364,0,2026,6,177
40054663,0,2026,6,177
40052199,0,2026,6,177
40073721,0,2026,6,177
40018469,0,2026,6,177
40081217,0,2026,6,177
40081277,0,2026,6,177
40082514,0,2026,6,177
40021413,0,2026,5,177
40077703,0,2026,5,177
40045677,0,2026,6,177
40076343,0,2026,6,177
40080305,0,2026,6,177
40073169,0,2026,6,177
40068603,0,2026,6,177
40049461,0,2026,5,177
40080180,0,2026,6,177
40034114,0,2026,6,177
40039922,0,2026,5,177
40021839,0,2026,6,177
40075944,0,2026,6,177
40079883,0,2026,6,177
40071607,0,2026,5,177
40020285,0,2026,6,177
40080698,0,2026,6,177
40075951,0,2026,6,177
40073609,0,2027,6,177
40082452,0,2026,6,177
40078525,0,2026,5,177
40071555,0,2026,6,177
40079927,0,2026,6,177
40081513,0,2026,6,177
40019596,0,2026,6,177
40065555,0,2026,6,177
40039493,0,2026,6,177
40080348,0,2026,6,177
40081069,0,2026,6,177
40074324,0,2026,6,177
40040058,0,2026,6,177
40040058,0,2026,5,177
30096778,0,2026,5,177
40043745,0,2026,6,177
40080513,0,2026,5,177
40069597,0,2026,6,177
30072803,0,2026,6,177
40065420,0,2026,5,177
40065420,0,2026,3,177
40077886,0,2026,6,177
40080434,0,2026,6,177
40080725,0,2026,6,177
40082316,0,2026,6,177
40069225,0,2026,6,177
40037146,0,2026,6,177
40078047,0,2026,6,177
40058610,0,2026,6,177
40024183,0,2026,6,177
40003212,0,2026,6,177
40035272,0,2026,6,177
40052617,0,2026,6,177
40071383,0,2026,6,177
30126701,0,2026,6,177
40080522,0,2026,6,177
40082313,0,2026,6,177
40060361,0,2026,6,177
30397777,0,2026,6,177
40049128,0,2026,6,177
40077479,0,2026,6,177
30120056,0,2026,5,177
40082319,0,2026,6,177
40071212,0,2026,6,177
40079475,0,2026,6,177
40048612,0,2026,6,177
40051374,0,2026,6,177
40080321,0,2026,6,177
40080638,0,2026,6,177
40081746,0,2026,6,177
30155224,0,2026,6,177
40080717,0,2026,6,177
40003772,0,2026,6,177
40061069,0,2026,6,177
40035001,0,2026,6,177
30478136,0,2026,5,177
40005798,0,2027,6,177
40027158,0,2026,4,177
40071536,0,2026,6,177
40046649,0,2026,6,177
40071100,0,2026,6,177
40069592,0,2026,6,177
40025872,0,2026,5,177
40070197,0,2026,6,177
40072402,0,2026,5,177
40071144,0,2026,5,177
40071144,0,2026,6,177
40072001,0,2026,6,177
40012923,0,2026,6,177
30407223,0,2026,5,177
40045174,0,2026,6,177
30483460,0,2026,6,177
30483460,0,2027,6,177
40032092,0,2026,6,177
40069638,0,2026,6,177
40073775,0,2026,5,177
30070727,0,2026,6,177
40063984,0,2026,6,177
40070435,0,2026,6,177
30349028,0,2026,6,177
40018363,0,2026,6,177
40069375,0,2026,6,177
40036492,0,2026,6,177
40060939,0,2026,6,177
40071058,0,2026,6,177
40008096,0,2026,6,177
40028047,0,2026,5,177
30101997,0,2026,6,177
40051205,0,2026,5,177
40070973,0,2026,6,177
40065850,0,2026,6,177
40047390,0,2026,6,177
40064936,0,2026,6,177
40060813,0,2026,6,177
40071023,0,2026,6,177
40054260,0,2026,6,177
40061650,0,2026,6,177
40068110,0,2026,6,177
40076881,0,2026,6,177
40069363,0,2026,6,177
30458972,0,2026,3,177
40060938,0,2026,6,177
40025687,0,2026,6,177
40052211,0,2026,6,177
40055737,0,2026,6,177
