codigoBip,codigoParte,anio,codigoEtapaPostula,region
40079200,0,2026,6,177
40069623,0,2026,6,177
40059968,0,2026,5,177
40076928,0,2026,6,177
30486614,0,2026,6,177
40074264,0,2026,6,177
40009707,0,2026,5,177
40075913,0,2026,6,177
40063001,0,2026,6,177
40031493,0,2026,5,177
30341126,0,2027,5,177
40071375,0,2026,6,177
40069607,0,2026,6,177
40021358,0,2026,6,177
40031256,0,2026,6,177
40048295,0,2026,6,177
40059332,0,2026,6,177
40032011,0,2026,6,177
40021154,0,2026,6,177
40004734,0,2026,6,177
40068949,0,2026,6,177
30376489,0,2026,6,177
40059860,0,2026,5,177
40024416,0,2026,6,177
30112980,0,2026,6,177
40080776,0,2026,6,177
40082474,0,2026,6,177
40069146,0,2026,5,177
30002745,0,2026,4,177
40020186,0,2026,6,177
40019910,0,2026,5,177
40006966,0,2026,6,177
30410576,0,2026,6,177
40061046,0,2026,3,177
40038219,0,2026,6,177
40005794,0,2027,6,177
40005794,0,2026,6,177
40056664,0,2026,6,177
30005793,0,2026,6,177
40069627,0,2026,6,177
40074028,0,2026,6,177
40070898,0,2026,5,177
40062947,0,2026,6,177
40070128,0,2026,6,177
40080627,0,2026,6,177
40036351,0,2026,6,177
40037085,0,2026,6,177
40020466,0,2026,6,177
40024106,0,2026,5,177
40027537,0,2026,5,177
30363426,0,2026,6,177
40076155,0,2026,6,177
40046091,0,2026,3,177
40035979,0,2026,5,177
40035979,0,2026,6,177
30484568,0,2026,6,177
40048251,0,2026,6,177
40020287,0,2026,6,177
40070714,0,2026,6,177
40005723,0,2026,6,177
40069596,0,2026,6,177
40071219,0,2026,6,177
40066723,0,2026,5,177
40058042,0,2026,5,177
40071415,0,2026,6,177
40064818,0,2026,6,177
40061906,0,2026,6,177
40069585,0,2026,3,177
30084551,0,2026,6,177
40024541,0,2026,6,177
40075905,0,2026,6,177
40057567,0,2026,6,177
40076163,0,2026,6,177
40039741,0,2026,5,177
40057833,0,2026,6,177
40039423,0,2026,6,177
40069602,0,2026,6,177
40046654,0,2026,6,177
40055058,0,2026,6,177
40072395,0,2026,6,177
40071603,0,2026,6,177
40063000,0,2026,6,177
30458978,0,2026,6,177
40062950,0,2027,6,177
40073977,0,2026,6,177
20059863,0,2026,3,177
40047310,0,2026,6,177
40059722,0,2026,6,177
40074282,0,2026,6,177
40076951,0,2026,5,177
40075749,0,2026,6,177
40060092,0,2026,6,177
40005104,0,2026,5,177
40005104,0,2026,6,177
40033191,0,2026,6,177
40024983,0,2026,6,177
40060085,0,2026,6,177
40059921,0,2026,6,177
40067301,0,2026,6,177
40036772,0,2026,6,177
40071610,0,2026,6,177
40031085,0,2026,5,177
40063246,0,2026,6,177
30486031,0,2026,5,177
40051334,0,2026,6,177
40059335,0,2026,6,177
40061782,0,2026,6,177
40012238,0,2026,5,177
40071167,0,2026,5,177
40071167,0,2026,6,177
40034871,0,2026,6,177
40071169,0,2026,5,177
40071169,0,2026,6,177
40034862,0,2026,5,177
40053451,0,2026,5,177
30078294,0,2026,6,177
30371076,0,2026,6,177
30371278,0,2026,6,177
30093795,0,2027,6,177
30325472,0,2026,6,177
30107162,0,2026,6,177
40052839,0,2026,5,177
40016268,0,2026,6,177
40059781,0,2026,3,177
40072869,0,2026,6,177
40077364,0,2026,6,177
40078042,0,2026,6,177
40070532,0,2026,6,177
40047243,0,2026,6,177
40069606,0,2026,6,177
40071722,0,2026,6,177
40069155,0,2026,6,177
30486596,0,2026,5,177
40063806,0,2027,6,177
40063806,0,2026,6,177
40075235,0,2026,6,177
40076891,0,2026,6,177
40048203,0,2026,6,177
40026995,0,2026,6,177
40048343,0,2026,6,177
40030470,0,2026,5,177
40076168,0,2026,6,177
40028891,0,2026,6,177
40069144,0,2026,5,177
40031574,0,2026,6,177
40059645,0,2026,6,177
40019008,0,2026,3,177
40069566,0,2026,5,177
40071423,0,2026,5,177
40042503,0,2026,6,177
40076680,0,2026,6,177
40071064,0,2026,6,177
30483134,0,2026,6,177
30064290,0,2026,6,177
40050736,0,2026,5,177
40073385,0,2026,6,177
40033681,0,2026,5,177
30094632,0,2026,6,177
40065088,0,2027,4,177
40071716,0,2026,6,177
40065095,0,2026,6,177
40067724,0,2026,6,177
30460322,0,2026,6,177
40069373,0,2026,6,177
30483037,0,2026,5,177
40081350,0,2026,6,177
40079608,0,2026,6,177
40019598,0,2026,6,177
30121509,0,2026,6,177
30104076,0,2026,6,177
30129336,0,2026,6,177
40071130,0,2026,6,177
30080581,0,2026,6,177
40009317,0,2026,6,177
40050305,0,2026,6,177
40080681,0,2026,6,177
40021841,0,2026,6,177
40020455,0,2026,6,177
40037824,0,2026,6,177
40074325,0,2026,5,177
30485336,0,2026,6,177
30485336,0,2027,6,177
40071731,0,2026,5,177
30480161,0,2026,6,177
40071021,0,2026,6,177
40056888,0,2026,6,177
40052330,0,2026,6,177
40057819,0,2026,6,177
40076022,0,2026,6,177
40067782,0,2026,6,177
40071634,0,2026,6,177
30396675,0,2026,5,177
30393933,0,2026,6,177
40071577,0,2026,6,177
30486487,0,2026,6,177
40056895,0,2026,6,177
40070855,0,2026,5,177
40039870,0,2026,5,177
40048563,0,2026,6,177
40071613,0,2026,6,177
40047587,0,2026,6,177
40025844,0,2026,6,177
40065075,0,2026,6,177
40075483,0,2026,6,177
40009708,0,2026,5,177
40069661,0,2026,6,177
40073686,0,2026,6,177
40032007,0,2026,6,177
40073665,0,2026,6,177
30484920,0,2026,5,177
40038513,0,2026,6,177
40070925,0,2026,6,177
40032128,0,2026,6,177
30064908,0,2026,6,177
40071089,0,2026,6,177
40075873,0,2026,6,177
40069608,0,2026,6,177
40027860,0,2026,6,177
40047072,0,2026,6,177
40080412,0,2026,6,177
40080439,0,2027,6,177
40052236,0,2026,6,177
40063331,0,2026,6,177
40082282,0,2026,6,177
30130132,0,2026,6,177
40079276,0,2026,6,177
40077955,0,2026,6,177
40052136,0,2026,3,177
40081902,0,2026,6,177
40071113,0,2026,6,177
30435474,0,2027,6,177
30435474,0,2026,6,177
30486631,0,2027,3,177
40068636,0,2026,6,177
40025215,0,2026,6,177
40076115,0,2026,6,177
40077932,0,2026,6,177
40079151,0,2026,6,177
40081991,0,2026,5,177
40081085,0,2026,6,177
40081699,0,2026,6,177
40080534,0,2026,6,177
40065453,0,2026,3,177
40065453,0,2026,4,177
40073774,0,2026,6,177
40039812,0,2026,6,177
40066622,0,2026,6,177
40066878,0,2026,6,177
40069603,0,2026,6,177
40080727,0,2027,6,177
40079897,0,2026,6,177
40080568,0,2026,6,177
30484569,0,2026,5,177
40075535,0,2026,6,177
30096109,0,2026,6,177
30482371,0,2026,6,177
30109997,0,2026,6,177
30181672,0,2026,6,177
30136611,0,2026,6,177
30317475,0,2026,3,177
40024685,0,2026,6,177
40032877,0,2026,6,177
40071087,0,2026,6,177
40030398,0,2026,5,177
40072774,0,2026,6,177
30389722,0,2026,6,177
40070379,0,2026,6,177
40067205,0,2026,6,177
40055171,0,2026,6,177
30391825,0,2026,5,177
40072323,0,2026,6,177
40070927,0,2026,6,177
40067402,0,2026,6,177
40041454,0,2026,5,177
40070735,0,2026,4,177
40081051,0,2026,6,177
40075454,0,2026,6,177
40082407,0,2026,6,177
40066830,0,2026,6,177
40068656,0,2026,6,177
40026294,0,2026,6,177
40054714,0,2026,6,177
40047314,0,2026,6,177
40060098,0,2026,6,177
40081582,0,2026,6,177
30441475,0,2026,5,177
30441475,0,2026,3,177
40038954,0,2026,6,177
40081592,0,2026,6,177
30483464,0,2026,5,177
40079840,0,2026,5,177
40071165,0,2026,5,177
40071165,0,2026,6,177
40063931,0,2026,6,177
40069208,0,2027,6,177
40049739,0,2026,6,177
40082052,0,2026,6,177
40081865,0,2026,6,177
40045287,0,2026,6,177
40080315,0,2026,6,177
40035237,0,2026,6,177
40026906,0,2026,6,177
40069586,0,2026,6,177
40077659,0,2026,6,177
40080927,0,2026,6,177
40082031,0,2027,6,177
40046938,0,2026,6,177
40005682,0,2026,6,177
40071057,0,2026,6,177
40079389,0,2026,6,177
40080498,0,2026,6,177
40052526,0,2026,6,177
40070929,0,2026,6,177
40072785,0,2026,5,177
40081968,0,2027,6,177
40080566,0,2026,6,177
40055256,0,2026,6,177
40077310,0,2026,6,177
40076286,0,2026,6,177
40076286,0,2027,6,177
40047517,0,2026,6,177
40071215,0,2026,6,177
40060031,0,2026,6,177
30043928,0,2026,6,177
30096602,0,2026,6,177
30122283,0,2026,6,177
30487000,0,2026,5,177
30438575,0,2026,6,177
30487011,0,2026,5,177
40079637,0,2026,6,177
40012931,0,2026,6,177
40081623,0,2026,6,177
40080307,0,2026,6,177
40048975,0,2026,6,177
40070598,0,2026,6,177
40070049,0,2026,6,177
40081924,0,2026,6,177
40082172,0,2026,5,177
40078040,0,2026,6,177
40081021,0,2026,6,177
40077160,0,2026,6,177
40069605,0,2026,6,177
40079407,0,2026,6,177
40078041,0,2026,6,177
40049166,0,2026,5,177
40082566,0,2026,6,177
30105632,0,2026,6,177
40076160,0,2026,6,177
40082605,0,2026,6,177
40077095,0,2026,6,177
40080652,0,2026,6,177
40015138,0,2026,6,177
40049397,0,2026,6,177
40081333,0,2026,6,177
40075829,0,2026,6,177
40024413,0,2026,3,177
40038762,0,2026,5,177
40070874,0,2027,6,177
30484768,0,2026,6,177
40071564,0,2026,6,177
40036593,0,2026,6,177
30463626,0,2026,6,177
40060101,0,2026,6,177
40018637,0,2026,6,177
40078722,0,2026,6,177
40046849,0,2026,6,177
40074452,0,2026,6,177
40078028,0,2026,6,177
40081946,0,2026,6,177
40032738,0,2026,6,177
40045987,0,2026,6,177
40031194,0,2026,5,177
40059387,0,2026,6,177
40078010,0,2026,6,177
40069632,0,2026,6,177
40082287,0,2026,6,177
40011169,0,2026,6,177
40078600,0,2026,6,177
40080744,0,2026,6,177
40070967,0,2026,6,177
40075541,0,2026,6,177
40080515,0,2026,5,177
40052543,0,2026,6,177
40065258,0,2026,6,177
30485668,0,2026,6,177
40038559,0,2026,5,177
40066390,0,2026,6,177
40068159,0,2026,6,177
40081087,0,2026,6,177
40078740,0,2026,6,177
40069633,0,2026,5,177
40069656,0,2026,3,177
40001198,0,2026,5,177
40037607,0,2026,6,177
40046998,0,2026,6,177
30130586,0,2026,6,177
30036236,0,2026,6,177
40081024,0,2026,6,177
40076264,0,2026,6,177
40071175,0,2026,6,177
40068500,0,2026,6,177
40080643,0,2026,6,177
40080706,0,2026,6,177
40081089,0,2026,5,177
40082148,0,2026,6,177
30470444,0,2026,6,177
40081863,0,2026,6,177
50002297,0,2026,6,177
40080125,0,2026,6,177
40070470,0,2026,5,177
40016546,0,2026,6,177
40079862,0,2026,6,177
40056898,0,2026,6,177
40081579,0,2026,6,177
20160278,0,2026,6,177
40076989,0,2027,6,177
40076989,0,2026,6,177
40080618,0,2027,6,177
40027996,0,2026,6,177
30486627,0,2026,3,177
40069609,0,2026,6,177
40078563,0,2026,6,177
40066710,0,2026,6,177
40030703,0,2026,6,177
40069702,0,2026,6,177
40075530,0,2026,5,177
40082419,0,2026,6,177
40070590,0,2026,6,177
